home_team,away_team,home_avg_xg_last5,away_avg_xg_last5,xg_diff,result
39,8,0.9559999999999997,2.084,-1.1280000000000003,H
39,31,1.2559999999999998,1.6280000000000001,-0.37200000000000033,A
39,11,1.4139999999999997,1.4440000000000002,-0.03000000000000047,A
39,54,1.2419999999999995,1.492,-0.25000000000000044,A
39,40,1.2959999999999998,1.4340000000000002,-0.13800000000000034,H
39,13,1.3679999999999997,1.0699999999999998,0.2979999999999998,H
39,14,1.38,1.436,-0.05600000000000005,A
39,43,1.1999999999999997,1.814,-0.6140000000000003,A
39,1,1.2399999999999998,1.902,-0.6620000000000001,H
39,4,1.15,2.052,-0.9020000000000001,A
39,17,1.142,2.3600000000000003,-1.2180000000000004,A
39,20,1.0559999999999998,1.8820000000000001,-0.8260000000000003,H
39,6,1.182,1.3820000000000001,-0.20000000000000018,H
39,21,1.4759999999999998,1.0699999999999998,0.4059999999999999,A
